name,cwes,parent_dataset
nist_juliet_47,121,nist_juliet
nist_juliet_48,121,nist_juliet
nist_juliet_49,121,nist_juliet
nist_juliet_50,121,nist_juliet
nist_juliet_51,121,nist_juliet
nist_juliet_52,121,nist_juliet
nist_juliet_53,121,nist_juliet
nist_juliet_54,121,nist_juliet
nist_juliet_55,121,nist_juliet
nist_juliet_56,121,nist_juliet
nist_juliet_57,121,nist_juliet
nist_juliet_58,121,nist_juliet
nist_juliet_59,121,nist_juliet
nist_juliet_60,121,nist_juliet
nist_juliet_61,121,nist_juliet
nist_juliet_62,121,nist_juliet
nist_juliet_63,121,nist_juliet
nist_juliet_64,121,nist_juliet
nist_juliet_65,121,nist_juliet
nist_juliet_66,121,nist_juliet
nist_juliet_67,121,nist_juliet
nist_juliet_68,121,nist_juliet
nist_juliet_69,121,nist_juliet
nist_juliet_70,121,nist_juliet
nist_juliet_71,121,nist_juliet
nist_juliet_72,121,nist_juliet
nist_juliet_73,121,nist_juliet
nist_juliet_74,121,nist_juliet
nist_juliet_75,121,nist_juliet
nist_juliet_76,121,nist_juliet
nist_juliet_77,121,nist_juliet
nist_juliet_78,121,nist_juliet
nist_juliet_79,121,nist_juliet
nist_juliet_80,121,nist_juliet
nist_juliet_81,121,nist_juliet
nist_juliet_82,121,nist_juliet
nist_juliet_83,121,nist_juliet
nist_juliet_84,121,nist_juliet
nist_juliet_85,121,nist_juliet
nist_juliet_86,121,nist_juliet
nist_juliet_87,121,nist_juliet
nist_juliet_88,121,nist_juliet
nist_juliet_89,121,nist_juliet
nist_juliet_90,121,nist_juliet
nist_juliet_91,121,nist_juliet
nist_juliet_92,121,nist_juliet
nist_juliet_93,121,nist_juliet
nist_juliet_94,121,nist_juliet
nist_juliet_95,121,nist_juliet
nist_juliet_96,121,nist_juliet
nist_juliet_97,121,nist_juliet
nist_juliet_98,121,nist_juliet
nist_juliet_99,121,nist_juliet
nist_juliet_100,121,nist_juliet
nist_juliet_101,121,nist_juliet
nist_juliet_102,121,nist_juliet
nist_juliet_103,121,nist_juliet
nist_juliet_104,121,nist_juliet
nist_juliet_105,121,nist_juliet
nist_juliet_106,121,nist_juliet
nist_juliet_107,121,nist_juliet
nist_juliet_108,121,nist_juliet
nist_juliet_109,121,nist_juliet
nist_juliet_110,121,nist_juliet
nist_juliet_111,121,nist_juliet
nist_juliet_112,121,nist_juliet
nist_juliet_113,121,nist_juliet
nist_juliet_114,121,nist_juliet
nist_juliet_115,121,nist_juliet
nist_juliet_116,121,nist_juliet
nist_juliet_117,121,nist_juliet
nist_juliet_118,121,nist_juliet
nist_juliet_119,121,nist_juliet
nist_juliet_120,121,nist_juliet
nist_juliet_121,121,nist_juliet
nist_juliet_122,121,nist_juliet
nist_juliet_123,121,nist_juliet
nist_juliet_124,121,nist_juliet
nist_juliet_125,121,nist_juliet
nist_juliet_126,121,nist_juliet
nist_juliet_127,121,nist_juliet
nist_juliet_128,121,nist_juliet
nist_juliet_129,121,nist_juliet
nist_juliet_130,121,nist_juliet
nist_juliet_131,121,nist_juliet
nist_juliet_132,121,nist_juliet
nist_juliet_133,121,nist_juliet
nist_juliet_134,121,nist_juliet
nist_juliet_135,121,nist_juliet
nist_juliet_136,121,nist_juliet
nist_juliet_137,121,nist_juliet
nist_juliet_138,121,nist_juliet
nist_juliet_139,121,nist_juliet
nist_juliet_140,121,nist_juliet
nist_juliet_141,121,nist_juliet
nist_juliet_142,121,nist_juliet
nist_juliet_143,121,nist_juliet
nist_juliet_144,121,nist_juliet
nist_juliet_145,121,nist_juliet
nist_juliet_146,121,nist_juliet
nist_juliet_147,121,nist_juliet
nist_juliet_148,121,nist_juliet
nist_juliet_149,121,nist_juliet
nist_juliet_150,121,nist_juliet
nist_juliet_151,121,nist_juliet
nist_juliet_152,121,nist_juliet
nist_juliet_153,121,nist_juliet
nist_juliet_154,121,nist_juliet
nist_juliet_155,121,nist_juliet
nist_juliet_156,121,nist_juliet
nist_juliet_157,121,nist_juliet
nist_juliet_158,121,nist_juliet
nist_juliet_159,121,nist_juliet
nist_juliet_160,121,nist_juliet
nist_juliet_161,121,nist_juliet
nist_juliet_162,121,nist_juliet
nist_juliet_163,121,nist_juliet
nist_juliet_164,121,nist_juliet
nist_juliet_165,121,nist_juliet
nist_juliet_166,121,nist_juliet
nist_juliet_167,121,nist_juliet
nist_juliet_168,121,nist_juliet
nist_juliet_169,121,nist_juliet
nist_juliet_170,121,nist_juliet
nist_juliet_171,121,nist_juliet
nist_juliet_172,121,nist_juliet
nist_juliet_173,121,nist_juliet
nist_juliet_174,121,nist_juliet
nist_juliet_175,121,nist_juliet
nist_juliet_176,121,nist_juliet
nist_juliet_177,121,nist_juliet
nist_juliet_178,121,nist_juliet
nist_juliet_179,121,nist_juliet
nist_juliet_180,121,nist_juliet
nist_juliet_181,121,nist_juliet
nist_juliet_182,121,nist_juliet
nist_juliet_183,121,nist_juliet
nist_juliet_184,121,nist_juliet
nist_juliet_185,121,nist_juliet
nist_juliet_186,121,nist_juliet
nist_juliet_187,121,nist_juliet
nist_juliet_188,121,nist_juliet
nist_juliet_189,121,nist_juliet
nist_juliet_190,121,nist_juliet
nist_juliet_191,121,nist_juliet
nist_juliet_192,121,nist_juliet
nist_juliet_193,121,nist_juliet
nist_juliet_194,121,nist_juliet
nist_juliet_195,121,nist_juliet
nist_juliet_196,121,nist_juliet
nist_juliet_197,121,nist_juliet
nist_juliet_198,121,nist_juliet
nist_juliet_199,121,nist_juliet
nist_juliet_200,121,nist_juliet
nist_juliet_201,121,nist_juliet
nist_juliet_202,121,nist_juliet
nist_juliet_203,121,nist_juliet
nist_juliet_204,121,nist_juliet
nist_juliet_205,121,nist_juliet
nist_juliet_206,121,nist_juliet
nist_juliet_207,121,nist_juliet
nist_juliet_208,121,nist_juliet
nist_juliet_209,121,nist_juliet
nist_juliet_210,121,nist_juliet
nist_juliet_211,121,nist_juliet
nist_juliet_212,121,nist_juliet
nist_juliet_213,121,nist_juliet
nist_juliet_214,121,nist_juliet
nist_juliet_215,121,nist_juliet
nist_juliet_216,121,nist_juliet
nist_juliet_217,121,nist_juliet
nist_juliet_218,121,nist_juliet
nist_juliet_219,121,nist_juliet
nist_juliet_220,121,nist_juliet
nist_juliet_221,121,nist_juliet
nist_juliet_222,121,nist_juliet
nist_juliet_223,121,nist_juliet
nist_juliet_224,121,nist_juliet
nist_juliet_225,121,nist_juliet
nist_juliet_226,121,nist_juliet
nist_juliet_227,121,nist_juliet
nist_juliet_228,121,nist_juliet
nist_juliet_229,121,nist_juliet
nist_juliet_230,121,nist_juliet
nist_juliet_231,121,nist_juliet
nist_juliet_232,121,nist_juliet
nist_juliet_233,121,nist_juliet
nist_juliet_234,121,nist_juliet
nist_juliet_235,121,nist_juliet
nist_juliet_236,121,nist_juliet
nist_juliet_237,121,nist_juliet
nist_juliet_238,121,nist_juliet
nist_juliet_239,121,nist_juliet
nist_juliet_240,121,nist_juliet
nist_juliet_241,121,nist_juliet
nist_juliet_242,121,nist_juliet
nist_juliet_243,121,nist_juliet
nist_juliet_244,121,nist_juliet
nist_juliet_245,121,nist_juliet
nist_juliet_246,121,nist_juliet
nist_juliet_247,121,nist_juliet
nist_juliet_248,121,nist_juliet
nist_juliet_249,121,nist_juliet
nist_juliet_250,121,nist_juliet
nist_juliet_251,121,nist_juliet
nist_juliet_252,121,nist_juliet
nist_juliet_253,121,nist_juliet
nist_juliet_254,121,nist_juliet
nist_juliet_255,121,nist_juliet
nist_juliet_256,121,nist_juliet
nist_juliet_257,121,nist_juliet
nist_juliet_258,121,nist_juliet
nist_juliet_259,121,nist_juliet
nist_juliet_260,121,nist_juliet
nist_juliet_261,121,nist_juliet
nist_juliet_262,121,nist_juliet
nist_juliet_263,121,nist_juliet
nist_juliet_264,121,nist_juliet
nist_juliet_265,121,nist_juliet
nist_juliet_266,121,nist_juliet
nist_juliet_267,121,nist_juliet
nist_juliet_268,121,nist_juliet
nist_juliet_269,121,nist_juliet
nist_juliet_270,121,nist_juliet
nist_juliet_271,121,nist_juliet
nist_juliet_272,121,nist_juliet
nist_juliet_273,121,nist_juliet
nist_juliet_274,121,nist_juliet
nist_juliet_275,121,nist_juliet
nist_juliet_276,121,nist_juliet
nist_juliet_277,121,nist_juliet
nist_juliet_278,121,nist_juliet
nist_juliet_279,121,nist_juliet
nist_juliet_280,121,nist_juliet
nist_juliet_281,121,nist_juliet
nist_juliet_282,121,nist_juliet
nist_juliet_283,121,nist_juliet
nist_juliet_284,121,nist_juliet
nist_juliet_285,121,nist_juliet
nist_juliet_286,121,nist_juliet
nist_juliet_287,121,nist_juliet
nist_juliet_288,121,nist_juliet
nist_juliet_289,121,nist_juliet
nist_juliet_290,121,nist_juliet
nist_juliet_291,121,nist_juliet
nist_juliet_292,121,nist_juliet
nist_juliet_293,121,nist_juliet
nist_juliet_294,121,nist_juliet
nist_juliet_295,121,nist_juliet
nist_juliet_296,121,nist_juliet
nist_juliet_297,121,nist_juliet
nist_juliet_298,121,nist_juliet
nist_juliet_299,121,nist_juliet
nist_juliet_300,121,nist_juliet
nist_juliet_301,121,nist_juliet
nist_juliet_302,121,nist_juliet
nist_juliet_303,121,nist_juliet
nist_juliet_304,121,nist_juliet
nist_juliet_305,121,nist_juliet
nist_juliet_306,121,nist_juliet
nist_juliet_307,121,nist_juliet
nist_juliet_308,121,nist_juliet
nist_juliet_309,121,nist_juliet
nist_juliet_310,121,nist_juliet
nist_juliet_311,121,nist_juliet
nist_juliet_312,121,nist_juliet
nist_juliet_313,121,nist_juliet
nist_juliet_314,121,nist_juliet
nist_juliet_315,121,nist_juliet
nist_juliet_316,121,nist_juliet
nist_juliet_317,121,nist_juliet
nist_juliet_318,121,nist_juliet
nist_juliet_319,121,nist_juliet
nist_juliet_320,121,nist_juliet
nist_juliet_321,121,nist_juliet
nist_juliet_322,121,nist_juliet
nist_juliet_323,121,nist_juliet
nist_juliet_324,121,nist_juliet
nist_juliet_325,121,nist_juliet
nist_juliet_326,121,nist_juliet
nist_juliet_327,121,nist_juliet
nist_juliet_328,121,nist_juliet
nist_juliet_329,121,nist_juliet
nist_juliet_330,121,nist_juliet
nist_juliet_331,121,nist_juliet
nist_juliet_332,121,nist_juliet
nist_juliet_333,121,nist_juliet
nist_juliet_334,121,nist_juliet
nist_juliet_335,121,nist_juliet
nist_juliet_336,121,nist_juliet
nist_juliet_337,121,nist_juliet
nist_juliet_338,121,nist_juliet
nist_juliet_339,121,nist_juliet
nist_juliet_340,121,nist_juliet
nist_juliet_341,121,nist_juliet
nist_juliet_342,121,nist_juliet
nist_juliet_343,121,nist_juliet
nist_juliet_344,121,nist_juliet
nist_juliet_345,121,nist_juliet
nist_juliet_346,121,nist_juliet
nist_juliet_347,121,nist_juliet
nist_juliet_348,121,nist_juliet
nist_juliet_349,121,nist_juliet
nist_juliet_350,121,nist_juliet
nist_juliet_351,121,nist_juliet
nist_juliet_352,121,nist_juliet
nist_juliet_353,121,nist_juliet
nist_juliet_354,121,nist_juliet
nist_juliet_355,121,nist_juliet
nist_juliet_356,121,nist_juliet
nist_juliet_357,121,nist_juliet
nist_juliet_358,121,nist_juliet
nist_juliet_359,121,nist_juliet
nist_juliet_360,121,nist_juliet
nist_juliet_361,121,nist_juliet
nist_juliet_362,121,nist_juliet
nist_juliet_363,121,nist_juliet
nist_juliet_364,121,nist_juliet
nist_juliet_365,121,nist_juliet
nist_juliet_366,121,nist_juliet
nist_juliet_367,121,nist_juliet
nist_juliet_368,121,nist_juliet
nist_juliet_369,121,nist_juliet
nist_juliet_370,121,nist_juliet
nist_juliet_371,121,nist_juliet
nist_juliet_372,121,nist_juliet
nist_juliet_373,121,nist_juliet
nist_juliet_374,121,nist_juliet
nist_juliet_375,121,nist_juliet
nist_juliet_376,121,nist_juliet
nist_juliet_377,121,nist_juliet
nist_juliet_378,121,nist_juliet
nist_juliet_379,121,nist_juliet
nist_juliet_380,121,nist_juliet
nist_juliet_381,121,nist_juliet
nist_juliet_382,121,nist_juliet
nist_juliet_383,121,nist_juliet
nist_juliet_384,121,nist_juliet
nist_juliet_385,121,nist_juliet
nist_juliet_386,121,nist_juliet
nist_juliet_387,121,nist_juliet
nist_juliet_388,121,nist_juliet
nist_juliet_389,121,nist_juliet
nist_juliet_390,121,nist_juliet
nist_juliet_391,121,nist_juliet
nist_juliet_392,121,nist_juliet
nist_juliet_393,121,nist_juliet
nist_juliet_394,121,nist_juliet
nist_juliet_395,121,nist_juliet
nist_juliet_396,121,nist_juliet
nist_juliet_397,121,nist_juliet
nist_juliet_398,121,nist_juliet
nist_juliet_399,121,nist_juliet
nist_juliet_400,121,nist_juliet
nist_juliet_401,121,nist_juliet
nist_juliet_402,121,nist_juliet
nist_juliet_403,121,nist_juliet
nist_juliet_404,121,nist_juliet
nist_juliet_405,121,nist_juliet
nist_juliet_406,121,nist_juliet
nist_juliet_407,121,nist_juliet
nist_juliet_408,121,nist_juliet
nist_juliet_409,"135,121",nist_juliet
nist_juliet_410,"135,121",nist_juliet
nist_juliet_411,"135,121",nist_juliet
nist_juliet_412,"135,121",nist_juliet
nist_juliet_413,"135,121",nist_juliet
nist_juliet_414,"135,121",nist_juliet
nist_juliet_415,"135,121",nist_juliet
nist_juliet_416,"135,121",nist_juliet
nist_juliet_417,"135,121",nist_juliet
nist_juliet_418,"135,121",nist_juliet
nist_juliet_419,"135,121",nist_juliet
nist_juliet_420,"135,121",nist_juliet
nist_juliet_421,"135,121",nist_juliet
nist_juliet_422,"135,121",nist_juliet
nist_juliet_423,"135,121",nist_juliet
nist_juliet_424,"135,121",nist_juliet
nist_juliet_425,"135,121",nist_juliet
nist_juliet_426,"135,121",nist_juliet
nist_juliet_427,"135,121",nist_juliet
nist_juliet_428,"135,121",nist_juliet
nist_juliet_429,"135,121",nist_juliet
nist_juliet_430,"135,121",nist_juliet
nist_juliet_431,"135,121",nist_juliet
nist_juliet_432,"135,121",nist_juliet
nist_juliet_433,"135,121",nist_juliet
nist_juliet_434,"135,121",nist_juliet
nist_juliet_435,"135,121",nist_juliet
nist_juliet_436,"135,121",nist_juliet
nist_juliet_437,"135,121",nist_juliet
nist_juliet_438,"135,121",nist_juliet
nist_juliet_439,"135,121",nist_juliet
nist_juliet_440,"135,121",nist_juliet
nist_juliet_441,"135,121",nist_juliet
nist_juliet_442,"135,121",nist_juliet
nist_juliet_443,"135,121",nist_juliet
nist_juliet_444,"135,121",nist_juliet
nist_juliet_445,"135,121",nist_juliet
nist_juliet_446,"135,121",nist_juliet
nist_juliet_447,"135,121",nist_juliet
nist_juliet_448,"135,121",nist_juliet
nist_juliet_449,"135,121",nist_juliet
nist_juliet_450,"135,121",nist_juliet
nist_juliet_451,"135,121",nist_juliet
nist_juliet_452,"135,121",nist_juliet
nist_juliet_453,"135,121",nist_juliet
nist_juliet_454,"135,121",nist_juliet
nist_juliet_455,"135,121",nist_juliet
nist_juliet_456,"135,121",nist_juliet
nist_juliet_457,121,nist_juliet
nist_juliet_458,121,nist_juliet
nist_juliet_459,121,nist_juliet
nist_juliet_460,121,nist_juliet
nist_juliet_461,121,nist_juliet
nist_juliet_462,121,nist_juliet
nist_juliet_463,121,nist_juliet
nist_juliet_464,121,nist_juliet
nist_juliet_465,121,nist_juliet
nist_juliet_466,121,nist_juliet
nist_juliet_467,121,nist_juliet
nist_juliet_468,121,nist_juliet
nist_juliet_469,121,nist_juliet
nist_juliet_470,121,nist_juliet
nist_juliet_471,121,nist_juliet
nist_juliet_472,121,nist_juliet
nist_juliet_473,121,nist_juliet
nist_juliet_474,121,nist_juliet
nist_juliet_475,121,nist_juliet
nist_juliet_476,121,nist_juliet
nist_juliet_477,121,nist_juliet
nist_juliet_478,121,nist_juliet
nist_juliet_479,121,nist_juliet
nist_juliet_480,121,nist_juliet
nist_juliet_481,121,nist_juliet
nist_juliet_482,121,nist_juliet
nist_juliet_483,121,nist_juliet
nist_juliet_484,121,nist_juliet
nist_juliet_485,121,nist_juliet
nist_juliet_486,121,nist_juliet
nist_juliet_487,121,nist_juliet
nist_juliet_488,121,nist_juliet
nist_juliet_489,121,nist_juliet
nist_juliet_490,121,nist_juliet
nist_juliet_491,121,nist_juliet
nist_juliet_492,121,nist_juliet
nist_juliet_493,121,nist_juliet
nist_juliet_494,121,nist_juliet
nist_juliet_495,121,nist_juliet
nist_juliet_496,121,nist_juliet
nist_juliet_497,"121,126",nist_juliet
nist_juliet_498,"121,126",nist_juliet
nist_juliet_499,"121,126",nist_juliet
nist_juliet_500,"126,121",nist_juliet
nist_juliet_501,"126,121",nist_juliet
nist_juliet_502,"121,126",nist_juliet
nist_juliet_503,"126,121",nist_juliet
nist_juliet_504,"126,121",nist_juliet
nist_juliet_505,"126,121",nist_juliet
nist_juliet_506,"121,126",nist_juliet
nist_juliet_507,"121,126",nist_juliet
nist_juliet_508,"126,121",nist_juliet
nist_juliet_509,"126,121",nist_juliet
nist_juliet_510,"126,121",nist_juliet
nist_juliet_511,"126,121",nist_juliet
nist_juliet_512,"126,121",nist_juliet
nist_juliet_513,"121,126",nist_juliet
nist_juliet_514,"126,121",nist_juliet
nist_juliet_515,"126,121",nist_juliet
nist_juliet_516,"126,121",nist_juliet
nist_juliet_517,"121,126",nist_juliet
nist_juliet_518,"121,126",nist_juliet
nist_juliet_519,"121,126",nist_juliet
nist_juliet_520,"121,126",nist_juliet
nist_juliet_521,"121,126",nist_juliet
nist_juliet_522,"126,121",nist_juliet
nist_juliet_523,"126,121",nist_juliet
nist_juliet_524,"126,121",nist_juliet
nist_juliet_525,"121,126",nist_juliet
nist_juliet_526,"121,126",nist_juliet
nist_juliet_527,"121,126",nist_juliet
nist_juliet_528,"126,121",nist_juliet
nist_juliet_529,"126,121",nist_juliet
nist_juliet_530,"121,126",nist_juliet
nist_juliet_531,"126,121",nist_juliet
nist_juliet_532,"126,121",nist_juliet
nist_juliet_533,121,nist_juliet
nist_juliet_534,121,nist_juliet
